"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10"
"660910-1158602",1,1,1,0,0,1,0,0,1,0
"780409-2974477",1,0,1,0,0,1,1,0,1,1
"910722-1907578",0,0,0,0,0,1,1,0,0,1
"890603-4109232",0,1,0,0,1,0,0,0,1,0
"760217-2223660",0,1,1,1,0,1,1,1,1,1
"991028-3363933",1,0,0,1,1,1,1,1,1,0
"990805-4241443",0,0,0,1,1,1,1,1,0,0
"661117-4525221",0,1,0,1,1,0,1,0,1,0
"571010-4274795",0,1,1,0,0,1,0,0,1,1
"510708-4942062",1,1,0,0,0,1,0,1,0,0
"591005-4449364",0,1,1,0,1,0,0,0,1,0
"650314-3595693",0,0,1,0,0,0,0,0,0,1
"510720-3075624",1,0,0,1,0,0,0,1,0,0
"740202-4574000",0,1,0,0,0,1,0,0,0,0
"720211-4936490",1,1,1,1,0,1,1,0,1,0
"510228-1423813",0,0,1,0,0,1,0,0,0,1
"751014-4708115",1,1,0,1,0,0,1,0,1,1
"880404-3095361",1,0,0,1,1,1,0,0,1,0
"650517-4449483",1,0,1,0,0,1,0,0,1,0
"760901-2281695",1,0,1,0,0,0,0,1,1,1
"790914-1639543",0,1,1,0,1,1,0,0,1,1
"901119-1665043",0,0,1,1,1,0,0,0,1,0
"620304-4430168",0,0,0,1,1,0,0,0,1,0
"770823-1380540",1,1,0,0,1,1,1,0,0,1
"611211-3639003",0,1,0,1,1,0,1,1,0,0
"740107-3518439",0,1,1,1,1,0,0,0,1,0
"801102-1955675",0,1,0,1,1,1,1,0,0,1
"611025-4586203",1,0,1,1,1,1,0,0,0,0
"960419-4580048",0,1,1,0,1,1,0,0,1,1
"650320-3472024",0,1,1,0,0,1,0,0,1,0
"670926-3689382",0,1,1,1,0,0,1,1,1,0
"680226-3740158",0,1,1,1,1,1,1,1,0,0
"900121-2765247",1,1,0,0,1,0,1,0,0,1
"660326-4354925",0,1,0,0,0,1,1,0,1,1
"770904-4021413",0,1,0,1,0,0,0,0,1,1
"740804-1289664",1,1,0,1,1,0,1,1,1,0
"980626-4369032",1,1,1,0,1,0,1,0,1,1
"930804-4479761",1,1,1,0,1,0,1,1,1,0
"970918-2695177",0,1,0,0,0,0,0,0,1,1
"701007-4543312",0,0,0,1,0,1,1,0,1,1
"831116-1267280",0,1,0,1,0,1,1,1,1,1
"640602-1738144",0,1,0,0,1,0,1,0,1,1
"860623-3404876",0,1,1,0,1,0,1,1,0,0
"851110-4349264",1,0,0,0,0,0,0,1,1,1
"700418-3864028",1,0,1,0,0,1,1,0,1,1
"920723-1343088",1,1,1,1,1,1,1,0,0,1
"740420-3668121",1,0,1,0,0,1,1,1,1,1
"651015-4432374",0,0,1,0,0,1,1,1,0,0
"891026-3448403",1,1,1,1,0,1,1,0,0,0
"750417-3108281",1,1,1,0,0,0,0,1,1,0
"900917-1683732",1,0,1,0,1,1,0,0,1,1
"500304-3056366",1,0,0,0,0,1,0,1,1,0
"690724-4372882",1,1,0,1,0,0,1,0,0,0
"950805-3867159",0,1,0,0,1,0,1,0,0,1
"680408-3383848",1,0,0,0,1,0,1,1,0,0
"960117-3945111",0,1,0,0,1,1,1,0,1,0
"611212-2066309",1,0,0,1,0,0,1,0,0,1
"550424-2825186",0,1,1,0,0,0,1,0,0,0
"560807-4223698",0,0,1,1,1,0,1,1,1,0
"611125-3956408",1,1,0,0,0,0,0,0,1,1
"941207-1233558",0,1,0,0,1,1,0,0,1,0
"780227-1072959",1,1,1,1,0,0,1,1,1,0
"561212-1210474",0,0,1,1,1,0,1,0,1,1
"610422-2174304",0,0,0,0,1,0,0,1,1,1
"880310-3011470",1,0,1,1,1,0,0,1,1,1
"930915-3032320",1,0,0,0,0,0,0,0,1,1
"530625-4130733",0,1,1,0,1,0,0,0,0,0
"820225-1557218",0,0,0,0,1,1,1,1,0,1
"561101-1021308",1,1,0,0,0,1,1,0,1,0
"930912-4256113",0,0,1,1,1,0,1,0,1,0
"851210-1859839",0,1,0,0,1,0,1,1,1,0
"660521-2836529",1,0,1,1,0,0,0,1,0,0
"710312-4539834",0,0,1,1,1,0,1,1,1,1
"941122-4541281",1,0,0,0,1,1,1,0,0,1
"950613-4938102",1,0,0,0,0,1,0,0,0,1
"820423-4289755",1,0,1,0,0,0,0,0,0,1
"830104-1541663",1,0,1,1,0,0,0,1,0,1
"670304-3307455",0,1,0,0,1,1,0,0,1,0
"900414-3166190",1,0,0,0,1,0,1,0,0,0
"810810-2599552",0,1,0,1,1,0,0,1,0,0
"800512-1648702",0,0,0,0,0,1,0,1,0,1
"601204-2719662",0,0,0,0,1,1,0,0,0,1
"520714-2829328",1,0,0,1,0,0,0,1,1,0
"710912-4531860",0,1,0,1,1,0,1,1,0,1
"830524-4501262",0,0,0,0,1,0,1,1,1,1
"790215-3860330",0,1,0,0,1,0,1,0,1,0
"780101-1161519",1,1,1,0,1,1,0,0,0,1
"551002-1932868",0,1,0,0,0,1,0,0,0,1
"780821-3016321",1,0,0,0,1,1,1,1,1,1
"510228-1670627",1,0,1,0,1,0,1,1,1,1
"850318-1373820",0,0,0,0,0,0,1,1,0,1
"970317-4371416",1,1,1,0,0,0,0,0,1,1
"900521-3553212",0,1,0,1,0,0,1,1,1,0
"890104-3879336",1,0,0,0,1,1,1,0,1,0
"880615-4526725",1,0,1,1,0,0,1,0,1,0
"960218-3854246",0,1,1,0,0,1,1,0,0,1
"831113-1040878",0,1,0,1,0,1,1,1,0,1
"591210-1992985",0,0,1,1,1,1,1,1,0,1
"580410-1917788",1,1,1,1,1,1,1,1,1,1
"600913-3177307",0,1,1,0,1,1,1,0,1,1
"640615-3969894",1,1,0,0,1,1,0,0,1,0
"550912-3818338",1,0,1,1,0,0,1,1,1,0
"891118-4378074",0,1,1,0,0,0,1,1,1,0
"821118-3006606",1,0,0,1,0,0,1,1,1,0
"710928-1749894",1,1,1,1,0,0,1,1,1,1
"771104-4230119",0,0,0,0,1,1,1,0,0,1
"750905-4713597",1,0,1,1,0,0,0,0,0,0
"551027-2251783",0,1,1,0,0,1,1,1,1,1
"780319-4965137",0,0,1,0,1,0,0,1,0,0
"900516-2879877",0,0,0,0,0,0,1,1,1,0
"660905-4332109",1,0,0,0,1,1,0,0,1,0
"950908-2049566",0,0,1,0,0,1,1,0,1,1
"880701-3722825",0,0,0,0,0,0,1,1,1,0
"890327-2714081",0,1,0,1,0,0,0,0,1,1
"820626-3829336",0,1,0,1,0,0,1,1,1,1
"660713-3021435",0,0,1,1,0,0,1,0,1,1
"750505-2191914",0,1,1,0,1,0,0,0,0,0
"960519-4372907",0,0,1,1,1,1,0,1,0,0
"981122-1502006",0,1,0,1,0,1,1,0,0,0
"850326-4939255",0,1,1,1,0,0,1,0,0,0
"870412-4209998",1,0,0,0,0,1,0,1,1,0
"520509-2137035",0,0,1,0,0,1,0,0,1,0
"571011-2072891",0,1,1,1,1,1,0,1,0,0
"570701-3307911",1,0,0,1,1,1,0,0,1,0
"830819-1099085",0,0,1,1,1,0,0,1,0,1
"580714-3534721",0,1,1,1,0,0,0,0,1,0
"640605-4768274",0,1,0,1,1,0,0,1,0,0
"810922-2178852",1,0,0,1,0,0,1,1,1,1
"591125-4938506",0,1,1,0,1,0,1,1,1,1
"760617-4685824",0,0,1,1,1,0,0,0,1,1
"710412-2187184",0,0,0,1,1,0,1,1,0,0
"580226-3663271",1,1,0,0,0,0,1,1,1,1
"990826-2354002",1,0,1,0,0,1,1,1,1,1
"560201-2970131",0,0,0,0,0,0,0,0,1,1
"820804-1568410",1,1,1,0,1,1,1,0,0,0
"520528-4309093",1,1,0,1,0,1,0,0,0,0
"701204-2463495",1,1,1,0,0,0,0,0,1,0
"670624-1134045",1,1,1,0,0,1,1,0,0,1
"800123-3092222",0,0,1,1,1,1,0,1,1,1
"560324-3830051",0,1,1,1,1,1,1,0,0,1
"601118-4442531",0,1,0,1,1,0,0,0,1,1
"580725-1769816",1,1,0,1,0,0,1,0,0,0
"650515-4307787",1,0,0,1,0,1,1,0,0,0
"880428-2022464",0,0,0,0,1,1,1,0,1,1
"600908-4304964",1,1,1,0,0,1,0,1,1,0
"580111-3654904",0,1,1,1,0,1,0,0,1,0
"670102-1760379",0,0,0,0,1,0,0,1,0,0
"590924-2337745",1,1,0,1,1,1,1,0,1,0
"580228-4190609",1,0,1,0,0,0,0,0,0,1
"630315-2573327",1,1,1,1,0,1,0,1,0,0
"680518-1880036",0,1,1,1,0,0,0,1,0,1
"970201-4546675",1,1,0,0,1,0,1,1,1,0
"820809-3007922",1,0,0,0,1,1,0,0,1,1
"840518-3997099",1,0,0,0,1,1,0,0,0,0
"950223-2056856",1,1,0,1,0,1,0,0,0,1
"620724-3001485",0,1,1,0,0,1,1,1,1,1
"870126-1403409",0,0,1,0,0,0,0,1,0,0
"630101-3430869",0,1,0,1,1,0,0,0,0,0
"760227-1351803",1,1,0,1,0,0,0,0,1,0
"830617-3432840",1,1,1,0,0,1,0,1,1,1
"770602-2559191",0,1,0,0,1,0,0,1,0,0
"510309-1288359",1,0,1,0,1,1,1,0,0,1
"560422-4590134",0,0,0,0,1,0,1,1,0,1
"690614-3170184",0,1,0,1,0,0,1,0,1,1
"750220-1130729",1,0,0,0,0,0,1,1,1,1
"901115-4800275",0,0,1,0,1,0,1,1,1,0
"620921-2313286",1,0,0,0,0,1,0,1,1,1
"900821-1047208",1,0,0,0,1,1,1,1,1,0
"860328-2957989",1,0,0,1,0,1,0,0,1,1
"820627-2155002",1,1,0,0,1,0,1,0,1,1
"961006-2227325",1,0,1,1,0,1,0,1,1,0
"851013-2176969",1,1,0,1,1,1,1,0,1,0
"701114-1928582",1,1,0,1,1,0,0,0,0,1
"881112-4452223",0,0,1,0,0,1,0,0,1,0
"830503-2522502",1,0,0,1,0,1,0,1,1,1
"660601-3250522",0,1,1,0,0,1,0,1,0,0
"511012-1524995",1,0,0,0,1,0,0,0,1,0
"740507-4173973",1,0,0,0,0,1,1,1,1,1
"750807-3739922",1,1,1,0,0,0,0,1,0,1
"910126-4871318",0,1,0,1,0,0,1,1,1,1
"551007-4465421",1,0,0,0,1,1,1,1,1,1
"620224-1612944",1,1,1,0,1,1,1,1,0,0
"650622-1122818",0,0,1,0,0,1,0,1,1,0
"800103-4634747",1,1,0,1,1,1,1,0,1,1
"980322-1247139",0,1,1,0,0,1,0,1,1,0
"860507-3504746",0,0,0,1,1,0,0,0,1,1
"830627-4132445",0,0,0,0,0,1,0,1,1,0
"600215-2317098",1,0,0,0,1,1,0,1,1,1
"560611-4894160",0,1,1,1,1,1,0,1,0,0
"610106-2766216",1,0,0,0,1,0,1,0,1,0
"621211-1768986",0,0,1,1,1,0,1,0,1,1
"910619-3307936",0,1,0,1,1,0,0,0,0,1
"720216-1770735",1,1,0,0,0,1,0,1,0,1
"950321-3093404",0,1,1,0,1,0,1,1,0,0
"790604-1656440",1,0,1,0,1,1,0,0,0,0
"840228-2101957",0,0,1,0,0,1,1,0,0,0
"730405-2159842",1,0,0,0,1,0,0,0,1,1
"660512-1309239",0,0,1,1,1,1,1,0,1,1
"670607-4050361",1,0,1,0,1,0,1,1,0,1
"850919-4896881",0,0,0,0,0,0,1,1,0,1
"830103-3571357",1,0,0,1,1,1,1,1,0,1
"950724-2473129",1,1,0,1,0,0,1,0,0,1
"991024-3390148",0,0,1,1,0,0,1,1,1,1
"630619-1445044",1,1,0,1,0,1,0,0,0,0
"771213-2222481",1,0,1,1,1,1,0,0,1,0
"590909-1624096",0,0,1,0,0,0,0,0,1,0
"521112-1256099",0,0,0,1,1,0,0,0,0,0
"680207-3386288",1,0,1,0,0,0,0,1,0,0
"601028-2844126",1,0,1,1,1,1,1,1,0,1
"900317-3607776",0,1,0,1,1,0,0,1,1,0
"990603-1864217",0,0,0,1,0,1,0,0,0,1
"911121-3478963",0,0,1,1,0,0,0,1,0,0
"700210-4104272",1,1,1,0,1,1,1,0,1,0
"621014-2006264",0,1,1,1,1,1,1,1,0,1
"980126-2975972",1,0,0,1,0,0,1,0,0,1
"591218-3375439",1,1,1,0,1,1,1,1,1,0
"881205-2008066",1,0,0,0,1,0,1,0,0,0
"790910-4564348",0,0,1,1,1,1,0,0,1,1
"761024-3686205",1,0,1,0,1,0,0,0,0,0
"501211-4247059",0,0,0,0,0,0,1,0,1,1
"511227-4772968",0,0,1,1,1,1,1,0,1,0
"980603-2684266",0,0,1,0,0,0,1,1,1,0
"641103-1137904",0,0,1,0,0,1,0,1,1,0
"750324-2067552",0,0,0,0,0,1,0,0,0,0
"790223-4280249",0,1,0,0,1,0,0,0,0,0
"521211-3529232",0,0,0,1,1,1,0,1,1,0
"570326-2031791",0,0,0,1,1,1,1,0,1,1
"940917-1293107",0,0,0,1,1,0,0,0,0,1
"520926-1856892",0,0,0,0,1,0,1,1,1,0
"630701-3364314",1,1,1,0,1,0,0,1,0,1
"560724-2281517",1,0,0,0,0,1,1,1,1,0
"540823-3444470",1,1,1,1,1,1,1,1,1,0
"560424-3048006",1,0,0,0,1,0,1,0,0,1
"980311-2065190",0,1,1,1,1,1,1,0,1,1
"790722-3964070",1,0,1,0,1,1,1,0,1,0
"720728-4241042",0,1,1,0,0,0,1,0,1,1
"520715-4613697",0,1,0,0,1,1,1,1,0,1
"590621-1601930",1,0,1,0,1,1,0,0,0,0
"570618-1827288",1,1,1,1,1,0,0,0,0,1
"801117-1445703",0,0,0,0,0,0,1,0,1,1
"650722-4857430",0,1,1,1,1,0,1,1,1,1
"990918-1986635",1,0,1,0,1,1,1,1,0,1
"600721-4758949",1,1,1,1,1,0,1,1,0,1
"620412-1182533",0,0,1,1,1,0,1,1,1,0
"630926-1615587",1,0,0,1,0,1,0,1,1,0
"780214-3677552",0,1,1,0,1,0,0,0,0,1
"600427-3654767",1,0,0,1,1,0,0,0,0,1
"580819-3591545",0,0,1,0,1,0,1,0,1,1
"670821-4387489",1,1,0,0,0,0,1,1,1,1
"541207-3556777",1,0,0,1,1,1,0,1,1,1
"520228-4020512",1,1,1,1,1,1,0,1,0,1
"750303-2632541",0,1,1,0,0,0,1,0,1,1
"751117-3555512",0,0,0,0,1,1,1,1,1,0
"990623-3374502",1,1,0,0,0,1,1,1,0,1
"660318-3268072",1,1,1,0,0,1,0,0,1,0
"680302-4568906",1,1,1,0,1,1,1,0,1,1
"540118-4061755",0,0,1,1,0,0,1,0,0,0
"920914-1786347",1,1,0,0,1,0,0,0,1,0
"910615-1541714",1,1,0,1,1,0,1,0,1,0
"840903-2060591",1,0,0,0,1,0,1,0,0,1
"690218-1127878",0,0,0,1,0,0,0,1,1,1
"810307-4957337",1,1,0,1,0,1,1,1,0,0
"950214-3351413",0,1,1,1,0,0,1,0,1,1
"680702-3133272",1,1,1,1,0,1,0,0,0,0
"920604-2423823",1,1,0,0,0,0,0,0,1,0
"680826-1527909",0,0,1,1,0,1,0,1,0,0
"790415-2115276",1,1,1,1,0,1,1,1,1,1
"930913-1231150",0,0,1,0,1,0,0,1,0,1
"710128-3222222",1,0,1,1,0,1,0,0,0,1
"820825-3985100",0,0,0,1,0,1,0,1,0,1
"730528-3250775",1,0,0,0,1,0,0,0,0,0
"840325-3053786",1,1,0,1,1,0,1,1,0,0
"620909-4335284",0,0,1,1,0,1,1,1,1,0
"960712-1125025",0,0,0,0,0,0,0,1,1,1
"990426-2197153",1,0,1,0,1,1,0,0,1,0
"950905-2313208",1,0,0,1,0,1,1,0,0,1
"911201-1859516",0,1,0,1,0,1,1,0,1,1
"770614-4663101",0,1,1,1,0,0,0,1,1,1
"671225-1594952",0,1,0,0,1,0,1,1,1,0
"751116-3977373",0,1,0,0,0,1,0,1,0,1
"910224-4993495",0,1,1,1,1,0,1,0,1,1
"941215-4856292",1,0,1,0,1,0,1,1,1,0
"721105-2355530",1,0,1,0,0,0,1,1,0,0
"780504-1351320",1,1,0,0,0,0,1,0,1,0
"701128-1443760",0,0,0,1,0,0,1,0,1,1
"840222-2667496",1,0,1,1,1,0,0,0,1,0
"610707-3215354",1,1,0,0,1,1,1,1,1,1
"820402-3358074",0,0,1,1,1,0,1,0,0,0
"590828-4321405",0,1,1,1,0,1,1,0,0,0
"540424-3907003",0,0,0,1,0,0,1,0,1,1
"831211-3955504",0,0,0,0,0,1,1,1,1,0
"520824-2556848",0,0,1,0,1,0,1,0,0,0
"740918-3611608",0,0,0,0,0,1,0,1,1,1
"620514-2084407",0,1,0,1,1,1,1,0,1,0
"710827-1293898",1,1,0,0,0,0,0,1,0,1
"930126-4498588",1,0,1,1,1,1,0,0,1,0
"930601-3592189",0,1,0,0,1,1,1,0,0,0
"500303-1139075",0,0,1,0,0,1,1,0,0,0
"951206-4893636",1,0,1,1,1,1,0,0,0,1
"970407-4688604",1,0,1,1,0,1,1,0,0,1
"580728-1946926",1,1,0,0,0,0,1,1,1,0
"690301-3519314",0,1,0,0,1,1,1,1,1,1
"501125-1658371",1,1,0,1,0,0,0,1,0,0
"861203-2951928",0,1,0,1,0,1,0,0,0,0
"781018-1291904",1,1,0,0,1,0,1,1,0,1
"990312-3149667",0,1,1,1,0,1,0,0,0,0
"650719-4545430",1,1,0,1,1,0,0,0,1,0
"970127-2049445",0,1,1,0,1,0,0,1,1,0
"800118-4948978",0,1,0,1,1,1,1,0,1,1
"890607-4079692",1,0,1,1,0,1,0,0,0,1
"801207-3117077",0,1,0,0,1,1,0,1,0,1
"500906-2788589",1,1,0,0,0,0,1,0,0,1
"850219-4630939",0,0,0,0,0,0,1,1,1,1
"840504-1070861",1,0,1,1,1,1,0,0,0,0
"880824-1311309",1,0,0,1,0,1,1,0,1,1
"670410-3395873",0,1,1,1,0,1,0,1,1,1
"580812-2072888",0,0,0,1,1,0,1,0,1,0
"660405-3394495",1,0,0,1,1,1,1,1,0,1
"810210-1594549",1,0,1,0,0,1,1,1,0,1
"570617-1714378",0,1,0,0,1,0,0,0,1,0
"990609-4051137",0,0,0,0,1,0,0,0,0,0
"610317-4463941",0,0,0,0,1,0,0,1,1,0
"610720-2966702",1,1,0,1,1,0,0,0,1,0
"680613-3251729",1,1,0,0,0,1,0,0,1,1
"600501-4434350",0,1,0,1,1,1,1,0,1,1
"860310-3736316",1,1,0,1,1,0,0,1,0,0
"780117-2001211",0,0,1,0,1,0,1,0,0,0
"520513-3326921",1,1,0,0,0,1,1,1,1,0
"500708-1088480",1,1,1,1,0,1,1,1,0,1
"650905-1076051",0,0,0,0,0,0,1,0,1,1
"780924-4748686",0,0,1,0,1,0,1,1,1,0
"521205-4153243",1,1,0,1,1,0,0,0,0,1
"510309-2316136",1,0,1,0,0,1,0,0,0,0
"691101-1605580",1,1,0,1,1,1,0,0,1,0
"730313-1892066",1,1,0,1,1,0,0,0,1,0
"830708-2998704",1,0,1,0,1,0,0,0,1,0
"940105-4689826",0,1,1,1,1,0,1,0,0,1
"540206-3487359",0,1,0,1,1,0,1,1,0,1
"850307-1401058",0,0,1,0,1,1,1,0,1,0
"910128-2355922",1,0,0,0,1,1,1,1,1,0
"981020-3791727",1,1,1,0,0,0,1,0,0,1
"500811-3151926",0,1,1,0,0,0,0,0,0,1
"850605-1950484",0,1,1,0,1,0,1,1,0,0
"560427-3261160",0,1,1,1,0,0,0,1,0,1
"710221-3741082",0,1,0,0,0,1,0,1,1,1
"650814-2801001",0,1,1,1,0,1,0,1,1,1
"500421-4534455",0,0,0,1,0,0,0,0,0,0
"611003-4698995",0,0,0,0,0,1,1,1,1,0
"670821-4386664",1,0,1,1,0,0,1,0,1,1
"770325-3397847",0,0,1,1,0,0,1,0,0,1
"580814-4691949",0,1,1,1,1,0,0,0,1,1
"600204-2935919",0,0,0,1,1,0,0,0,1,0
"791015-3974789",1,0,1,0,0,0,1,0,1,0
"721223-4319430",1,1,1,1,1,1,1,0,0,1
"730416-3556894",0,0,1,1,1,0,1,0,1,0
"670326-4594786",0,0,1,1,1,1,0,0,0,0
"800712-2910909",1,0,0,1,1,1,0,0,1,1
"741218-1444041",1,1,1,0,0,0,1,0,1,0
"660415-4851939",0,1,0,0,0,1,0,0,0,0
"710708-2535759",0,1,1,1,0,1,0,1,1,1
"830801-3557392",1,1,1,1,0,0,1,1,0,0
"660113-2846586",1,1,0,1,0,0,1,1,1,0
"530521-3509106",0,0,1,1,0,0,0,0,0,1
"520805-1626249",0,1,0,1,0,1,1,0,0,0
"960517-3506002",1,0,1,0,1,0,1,1,0,0
"540710-3157529",1,1,0,0,0,1,1,0,1,1
"880210-3366887",1,0,1,0,0,1,1,0,1,0
"680514-3322265",0,0,0,1,1,0,1,1,1,0
"670215-2532170",1,0,1,1,0,0,1,1,0,1
"621212-3606676",0,1,0,1,0,1,1,1,1,0
"930312-1385326",0,0,0,0,0,0,0,1,1,1
"770718-1292955",1,1,0,0,0,1,0,0,0,0
"500418-4364021",0,0,1,0,0,0,0,0,1,0
"810401-2328020",0,0,1,1,0,1,1,1,1,1
"600103-1749156",1,0,1,1,1,1,0,1,1,0
"920815-1843055",1,1,0,0,0,0,0,1,0,0
"820324-3286536",0,1,0,0,0,1,1,1,0,0
"850622-2494341",1,0,0,0,1,1,1,1,1,0
"720112-4414904",0,1,0,0,0,1,0,1,0,0
"830125-3805831",0,1,1,0,1,0,0,1,0,0
"940807-3843828",1,0,0,1,0,0,1,0,0,1
"911203-2521618",1,0,0,0,0,0,0,0,0,0
"991218-4516020",1,1,1,1,0,0,0,0,1,1
"590914-4741595",0,1,1,1,0,1,1,1,0,1
"910227-2762177",0,1,0,0,0,1,0,0,1,0
"801120-3773511",0,1,1,0,0,1,0,0,1,0
"500223-3118562",1,0,1,1,0,1,1,1,1,0
"570802-2427962",0,0,0,1,1,1,1,0,0,0
"920218-2134239",0,0,0,0,1,1,0,1,1,0
"990425-2687153",1,0,1,0,0,0,0,1,1,1
"670828-3135311",1,1,1,1,0,0,0,0,1,0
"550302-2110178",1,1,0,0,1,1,0,0,0,0
"580715-4158396",1,0,0,0,1,0,0,0,1,1
"750622-4247032",1,1,0,1,1,1,0,0,1,1
"590811-1455635",1,0,1,0,0,0,0,1,1,0
"590417-3268867",1,1,0,1,1,0,1,0,0,0
"790201-3804856",0,0,1,1,1,0,1,1,1,0
"711217-2213920",1,0,1,1,0,1,0,0,0,0
"841209-3851623",0,1,0,0,1,1,1,1,0,1
"880606-4346022",0,0,1,0,0,0,0,1,1,0
"660914-3518518",0,0,0,1,1,0,1,0,1,0
"861210-3639349",1,0,1,1,0,0,0,1,0,1
"551016-1912756",0,0,1,0,0,0,1,0,0,0
"940216-2990866",0,1,0,0,0,1,0,0,0,0
"680226-3311888",1,0,1,0,0,1,1,1,1,0
"650602-1731872",1,0,1,0,1,1,1,0,0,1
"570527-4919419",0,0,0,0,0,0,1,1,1,0
"830517-4986364",0,0,1,0,1,1,1,0,0,1
"901111-2908622",1,0,1,0,1,0,1,1,0,1
"730719-1580321",0,1,1,0,1,0,0,1,0,0
"900128-3767615",1,1,0,1,0,0,0,0,1,1
"580601-2437605",0,0,0,1,0,1,1,0,1,0
"890401-3926015",1,0,1,0,1,0,1,1,0,0
"761221-3158711",0,1,1,1,0,1,1,1,0,0
"830523-4005994",1,0,0,1,1,1,0,1,0,0
"800610-4063081",0,0,0,0,0,1,0,1,0,0
"730612-4866738",0,0,0,1,0,1,1,1,0,0
"530617-4709748",1,1,1,0,0,0,0,1,1,1
"800116-3452471",0,1,0,0,1,1,0,1,1,0
"500921-1016835",0,1,1,0,0,0,0,1,1,1
"920322-2591445",1,1,0,1,1,1,0,0,0,0
"840301-1873105",1,0,0,1,0,0,1,1,0,0
"551124-2701573",1,1,0,1,1,0,1,1,0,0
"731025-4601417",1,0,1,1,0,0,1,1,0,1
"601023-3614596",1,0,1,0,0,1,1,1,1,1
"910118-4823714",1,0,0,1,0,1,0,1,1,0
"740722-4368337",1,1,1,1,1,0,0,0,1,0
"981022-3211756",0,0,1,1,1,1,1,1,0,1
"771105-2131399",1,0,0,1,0,1,0,0,1,1
"630118-3106746",0,1,1,0,1,1,0,1,0,0
"781123-1175217",1,1,0,0,0,0,1,0,1,1
"801113-3196914",0,1,0,1,1,1,1,1,1,0
"990609-3205960",0,1,1,1,0,1,1,0,0,0
"970823-4815299",1,1,0,1,1,0,0,1,1,0
"660506-4716248",1,1,0,0,1,0,1,1,1,1
"640306-1598802",0,1,0,1,1,0,0,0,0,0
"760327-2138327",0,1,0,0,1,0,1,1,1,0
"910815-3692017",1,0,1,1,1,0,0,0,0,1
"930210-3436742",0,1,1,1,0,0,0,1,0,0
"850922-3886473",1,1,1,0,1,1,1,0,1,1
"940516-2433468",0,1,0,1,0,1,0,1,1,0
"871221-4509360",1,1,1,1,0,0,1,1,0,1
"980322-4843998",1,0,0,0,1,0,1,1,1,1
"960613-2854077",1,1,1,0,1,1,0,1,0,0
"680124-4516488",0,0,1,0,1,0,0,0,0,0
"970401-4961507",1,0,0,1,0,1,0,1,0,1
"540425-3708616",0,1,0,1,1,0,1,1,1,0
"501012-3396154",0,0,1,0,1,0,0,1,1,1
"820122-1368747",1,1,0,0,1,1,1,1,0,1
"910703-4574674",1,0,0,0,0,0,1,1,1,0
"720205-1032525",1,1,1,1,1,1,1,0,0,1
"650420-2522736",0,1,1,0,0,0,1,0,1,1
"650713-3409145",1,1,1,1,1,1,0,1,0,0
"860216-3114037",1,1,1,1,0,1,1,1,0,1
"920428-1734090",0,0,0,1,1,1,0,1,1,0
"501114-2009009",1,0,1,0,0,0,1,0,0,1
"931116-3715691",0,0,0,1,1,1,1,1,0,0
"851117-4808545",1,1,0,1,1,1,1,1,1,0
"680201-4687591",0,1,0,1,0,0,0,1,0,1
"900607-2524362",1,0,1,1,1,0,0,0,0,0
"901204-2295053",0,1,0,1,0,1,0,1,0,0
"701001-2152139",1,1,1,0,1,0,0,1,1,1
"660121-2990930",1,0,1,1,0,0,0,0,0,0
"990607-1227765",0,0,0,1,0,0,1,1,1,0
"730612-2529840",1,0,0,1,0,0,0,0,1,1
"570403-2529604",1,0,1,0,1,1,0,1,1,0
"660207-3332113",1,0,0,0,1,0,0,1,1,1
"520827-4465067",1,0,1,1,1,0,1,1,0,0
"720223-3169116",0,0,0,0,1,1,1,0,0,1
"990525-2022205",1,0,1,0,1,0,1,1,0,0
"670101-2488120",0,1,1,1,0,0,0,1,1,0
"530519-3794634",1,1,0,0,1,1,1,0,0,0
"970610-3372528",1,1,0,1,0,1,0,1,0,0
"580419-3879950",1,1,1,0,1,1,0,1,1,1
"860507-2585452",0,0,1,0,0,1,1,0,1,1
"610415-2410503",0,1,0,0,1,1,1,1,0,0
"750127-4464047",1,1,0,1,1,1,1,1,0,0
"580105-1337977",1,0,0,1,1,0,0,0,0,0
"590318-3619197",0,1,0,1,0,0,0,1,0,1
"630224-2942402",1,0,1,0,0,1,1,0,0,0
"550118-1734596",0,1,1,0,0,0,0,0,1,0
"600320-4955296",1,0,0,1,0,1,0,0,0,0
"571016-1259941",0,1,1,1,0,1,0,1,1,0
"530228-2010548",1,1,0,1,0,1,1,0,1,0
"671109-3152854",0,0,0,1,0,0,1,1,0,1
"671104-1871206",1,0,0,0,0,1,1,1,1,1
"920306-3868499",1,0,1,1,1,1,1,0,0,0
"580822-3633925",0,0,0,1,0,1,0,1,0,1
"520805-1599560",0,1,1,0,1,1,0,0,1,1
"561203-3010823",1,0,0,0,0,0,1,1,0,0
"770705-3851240",1,0,0,1,1,0,1,0,0,0
"750315-2699357",1,1,0,0,0,1,0,1,0,0
"550502-3763340",0,0,1,0,0,1,0,1,1,0
"981026-4254983",1,1,1,0,1,1,1,1,1,0
"770820-4129744",1,1,1,0,0,1,0,0,1,0
"570807-3982900",1,0,1,1,1,1,0,0,1,1
"990228-1833081",1,0,0,0,0,0,0,0,1,1
